    Hytra-M         Hytra-NM        R-tree
20	6.0233	        21.440692	    94.043467
40	12.5418468	    78.74762	    114.475641
60	16.0943762	    108.3357149	    161.431018
80	18.9262724	    142.3917523 	207.012036
100	32.1451382	    152.6873901	    219.110185

