    Hytra-M         Hytra-NM        R-tree
20	2.0442721	    23.327675	    78.250977
40	10.9364213	    53.8072199	    110.629743
60	28.9937732	    81.437041	    124.882065
80	30.7406946	    112.664776	    137.811464
100	32.8611556	    131.48016	    226.7233017
