    Hytra-M         Hytra-NM        LORS
4	1.0561524	    17.5906915	    848.7543528
5	2.8731116	    27.377061	    2044.449179
6	5.3660185	    49.215947	    2139.6614907
7	8.4110285	    59.875648       2713.80081
8	16.9325044	    81.8444574 	    2922.565716
