    Hytra-M         Hytra-NM        LORS
10	1.648522	    12.890972	    828.8798
20	2.321247	    19.34621	    959.5547
30	7.0306862	    25.768192	    1728.49745
40	8.0719428	    31.287721	    2377.219
50	12.0131068	    45.568612	    3042.292
