        Hytra-M         Hytra-NM        R-tree
1       24.9231447	66.7129064	117.658079
2       35.522439	90.554055	154.003509
3       48.463882	185.13014	257.009115
4       51.795899	203.015906	497.75184
5       61.787143	361.11454	727.179236

