    Hytra-M         Hytra-NM        LORS
1   2.5707437	    12.6958739	    241.5148962
2   5.3676008 	    13.3157383	    442.8839532
3   6.0276714	    19.2753349	    741.2545446
4   6.9414642	    23.8696753	    1054.9499297
5   8.32889	        28.6985004	    1450.3328818

