    Hytra-M         Hytra-NM        LORS
1   1.782575	    3.5178128	    55.5525531
2   2.260095	    8.9862938	    255.3723
3   3.697642	    18.090386	    736.5315
4   7.1521069	    29.03239 	    1081.2118
5   14.73771	    39.1978	        1799.255

